date,event_name,venue,gender,match_type,winner,won_by_runs,won_by_wickets,player_of_match,toss_winner,toss_decision,batting_first_team,batting_first_runs,batting_first_wickets,batting_first_overs,batting_second_team,batting_second_runs,batting_second_wickets,batting_second_overs,target_runs,target_overs,file_name
12/14/2019,ICC Men's Cricket World Cup League 2,ICC Academy,male,ODI,Scotland,,4,JH Davey,Scotland,field,United States of America,245,9,50,Scotland,246,6,48.5,246,50,1206063.json
12/14/2019,England Women ODI tour of Malaysia,Kinrara Academy Oval,female,ODI,,,,,England,field,Pakistan,145,8,37.4,,,,,,,1208346.json
12/15/2019,West Indies tour of India,MA Chidambaram Stadium,male,ODI,West Indies,,8,SO Hetmyer,West Indies,field,India,287,8,50,West Indies,291,2,47.5,288,50,1187021.json
12/15/2019,ICC Men's Cricket World Cup League 2,ICC Academy,male,ODI,United Arab Emirates,,7,Basil Hameed,United Arab Emirates,field,Scotland,220,10,48.3,United Arab Emirates,224,3,43.5,221,50,1206064.json
12/18/2019,West Indies tour of India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,male,ODI,India,107,,RG Sharma,West Indies,field,India,387,5,50,West Indies,280,10,43.3,388,50,1187022.json
12/22/2019,West Indies tour of India,Barabati Stadium,male,ODI,India,,4,V Kohli,India,field,West Indies,315,5,50,India,316,6,48.4,316,50,1187023.json
1/5/2020,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Oman,,5,Aqib Ilyas,Oman,field,United Arab Emirates,170,10,47.1,Oman,171,5,37.3,171,50,1211169.json
1/6/2020,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,United Arab Emirates,8,,Rohan Mustafa,Namibia,field,United Arab Emirates,222,9,50,Namibia,214,8,50,223,50,1211170.json
1/7/2020,Ireland tour of West Indies,Kensington Oval,male,ODI,West Indies,,5,AS Joseph,Ireland,bat,Ireland,180,10,46.1,West Indies,184,5,33.2,181,50,1203673.json
1/8/2020,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Namibia,52,,CG Williams,Namibia,bat,Namibia,324,7,50,Oman,272,10,45,325,50,1211171.json
1/9/2020,Ireland tour of West Indies,Kensington Oval,male,ODI,West Indies,,1,AS Joseph,Ireland,bat,Ireland,237,9,50,West Indies,242,9,49.5,238,50,1203674.json
1/9/2020,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,United Arab Emirates,,8,Ahmed Raza,Namibia,bat,Namibia,94,10,29,United Arab Emirates,95,2,19.3,95,50,1211173.json
1/12/2020,Ireland tour of West Indies,National Cricket Stadium,male,ODI,West Indies,,5,E Lewis,West Indies,field,Ireland,203,10,49.1,West Indies,199,5,36.2,197,47,1203675.json
1/14/2020,Australia tour of India,Wankhede Stadium,male,ODI,Australia,,10,DA Warner,Australia,field,India,255,10,49.1,Australia,258,0,37.4,256,50,1187027.json
1/17/2020,Australia tour of India,Saurashtra Cricket Association Stadium,male,ODI,India,36,,KL Rahul,Australia,field,India,340,6,50,Australia,304,10,49.1,341,50,1187028.json
1/19/2020,Australia tour of India,M.Chinnaswamy Stadium,male,ODI,India,,7,RG Sharma,Australia,bat,Australia,286,9,50,India,289,3,47.3,287,50,1187029.json
1/25/2020,South Africa Women in New Zealand ODI Series,Eden Park Outer Oval,female,ODI,South Africa,,7,L Lee,South Africa,field,New Zealand,259,9,50,South Africa,260,3,48.3,260,50,1187714.json
1/27/2020,South Africa Women in New Zealand ODI Series,Eden Park Outer Oval,female,ODI,South Africa,,8,M Kapp,New Zealand,bat,New Zealand,115,10,36,South Africa,117,2,23.5,116,50,1187715.json
1/30/2020,South Africa Women in New Zealand ODI Series,Seddon Park,female,ODI,South Africa,,6,S Luus,South Africa,field,New Zealand,149,10,38.2,South Africa,150,4,37.2,150,50,1187716.json
2/4/2020,England tour of South Africa,Newlands,male,ODI,South Africa,,7,Q de Kock,South Africa,field,England,258,8,50,South Africa,259,3,47.4,259,50,1185310.json
2/5/2020,India tour of New Zealand,Seddon Park,male,ODI,New Zealand,,4,LRPL Taylor,New Zealand,field,India,347,4,50,New Zealand,348,6,48.1,348,50,1187682.json
2/5/2020,ICC Men's Cricket World Cup League 2,Tribhuvan University International Cricket Ground,male,ODI,Oman,18,,Mohammad Nadeem,Nepal,field,Oman,197,9,50,Nepal,179,10,46.5,198,50,1215122.json
2/6/2020,ICC Men's Cricket World Cup League 2,Tribhuvan University International Cricket Ground,male,ODI,Oman,,6,Mohammad Nadeem,Oman,field,United States of America,213,10,50,Oman,214,4,49.3,214,50,1215123.json
2/7/2020,England tour of South Africa,Kingsmead,male,ODI,,,,,England,field,South Africa,71,2,11.2,,,,,,,1185311.json
2/8/2020,India tour of New Zealand,Eden Park,male,ODI,New Zealand,22,,KA Jamieson,India,field,New Zealand,273,8,50,India,251,10,48.3,274,50,1187683.json
2/8/2020,ICC Men's Cricket World Cup League 2,Tribhuvan University International Cricket Ground,male,ODI,Nepal,35,,Karan KC,United States of America,field,Nepal,190,10,49.2,United States of America,155,10,44.1,191,50,1215124.json
2/9/2020,England tour of South Africa,The Wanderers Stadium,male,ODI,England,,2,AU Rashid,England,field,South Africa,256,7,50,England,257,8,43.2,257,50,1185312.json
2/9/2020,ICC Men's Cricket World Cup League 2,Tribhuvan University International Cricket Ground,male,ODI,Oman,,8,Aqib Ilyas,Oman,field,Nepal,249,8,50,Oman,250,2,47.2,250,50,1215125.json
2/11/2020,India tour of New Zealand,Bay Oval,male,ODI,New Zealand,,5,HM Nicholls,New Zealand,field,India,296,7,50,New Zealand,300,5,47.1,297,50,1187684.json
2/11/2020,ICC Men's Cricket World Cup League 2,Tribhuvan University International Cricket Ground,male,ODI,Oman,92,,Aqib Ilyas,United States of America,field,Oman,276,6,50,United States of America,184,10,39.1,277,50,1215126.json
2/12/2020,ICC Men's Cricket World Cup League 2,Tribhuvan University International Cricket Ground,male,ODI,Nepal,,8,S Lamichhane,Nepal,field,United States of America,35,10,12,Nepal,36,2,5.2,36,50,1215127.json
2/22/2020,West Indies tour of Sri Lanka,Sinhalese Sports Club Ground,male,ODI,Sri Lanka,,1,PWH de Silva,Sri Lanka,field,West Indies,289,7,50,Sri Lanka,290,9,49.1,290,50,1213871.json
2/26/2020,West Indies tour of Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,male,ODI,Sri Lanka,161,,WIA Fernando,West Indies,field,Sri Lanka,345,8,50,West Indies,184,10,39.1,346,50,1213872.json
2/29/2020,Australia tour of South Africa,Boland Park,male,ODI,South Africa,74,,H Klaasen,South Africa,bat,South Africa,291,7,50,Australia,217,10,45.1,292,50,1185319.json
3/1/2020,West Indies tour of Sri Lanka,Pallekele International Cricket Stadium,male,ODI,Sri Lanka,6,,AD Mathews,Sri Lanka,bat,Sri Lanka,307,10,50,West Indies,301,9,50,308,50,1213873.json
3/1/2020,Zimbabwe tour of Bangladesh,Sylhet International Cricket Stadium,male,ODI,Bangladesh,169,,Liton Das,Bangladesh,bat,Bangladesh,321,7,50,Zimbabwe,152,10,39.1,322,50,1214667.json
3/3/2020,Zimbabwe tour of Bangladesh,Sylhet International Cricket Stadium,male,ODI,Bangladesh,4,,Tamim Iqbal,Bangladesh,bat,Bangladesh,322,8,50,Zimbabwe,318,8,50,323,50,1214668.json
3/4/2020,Australia tour of South Africa,Mangaung Oval,male,ODI,South Africa,,6,L Ngidi,Australia,bat,Australia,271,10,50,South Africa,274,4,48.3,272,50,1185320.json
3/6/2020,Zimbabwe tour of Bangladesh,Sylhet International Cricket Stadium,male,ODI,Bangladesh,123,,Liton Das,Zimbabwe,field,Bangladesh,322,3,43,Zimbabwe,218,10,37.3,342,43,1214669.json
3/7/2020,Australia tour of South Africa,Senwes Park,male,ODI,South Africa,,6,JT Smuts,South Africa,field,Australia,254,7,50,South Africa,258,4,45.3,255,50,1185321.json
3/13/2020,New Zealand tour of Australia,Sydney Cricket Ground,male,ODI,Australia,71,,MR Marsh,Australia,bat,Australia,258,7,50,New Zealand,187,10,41,259,50,1183537.json
7/30/2020,Ireland tour of England,The Rose Bowl,male,ODI,England,,6,DJ Willey,England,field,Ireland,172,10,44.4,England,174,4,27.5,173,50,1198247.json
8/1/2020,Ireland tour of England,The Rose Bowl,male,ODI,England,,4,JM Bairstow,Ireland,bat,Ireland,212,9,50,England,216,6,32.3,213,50,1198248.json
8/4/2020,Ireland tour of England,The Rose Bowl,male,ODI,Ireland,,7,PR Stirling,Ireland,field,England,328,10,49.5,Ireland,329,3,49.5,329,50,1198249.json
9/11/2020,Australia tour of England,Old Trafford,male,ODI,Australia,19,,JR Hazlewood,England,field,Australia,294,9,50,England,275,9,50,295,50,1198238.json
9/13/2020,Australia tour of England,Old Trafford,male,ODI,England,24,,JC Archer,England,bat,England,231,9,50,Australia,207,10,48.4,232,50,1198239.json
9/16/2020,Australia tour of England,Old Trafford,male,ODI,Australia,,3,GJ Maxwell,England,bat,England,302,7,50,Australia,305,7,49.4,303,50,1198240.json
10/3/2020,New Zealand Women tour of Australia,Allan Border Field,female,ODI,Australia,,7,G Wareham,Australia,field,New Zealand,180,10,49.1,Australia,181,3,33.4,181,50,1223944.json
10/5/2020,New Zealand Women tour of Australia,Allan Border Field,female,ODI,Australia,,4,MM Lanning,Australia,field,New Zealand,252,9,50,Australia,255,6,45.1,253,50,1223945.json
10/7/2020,New Zealand Women tour of Australia,Allan Border Field,female,ODI,Australia,232,,RL Haynes,New Zealand,field,Australia,325,5,50,New Zealand,93,10,27,326,50,1223946.json
10/30/2020,Zimbabwe tour of Pakistan,Rawalpindi Cricket Stadium,male,ODI,Pakistan,26,,BRM Taylor,Pakistan,bat,Pakistan,281,8,50,Zimbabwe,255,10,49.4,282,50,1233461.json
11/1/2020,Zimbabwe tour of Pakistan,Rawalpindi Cricket Stadium,male,ODI,Pakistan,,6,Iftikhar Ahmed,Zimbabwe,bat,Zimbabwe,206,10,45.1,Pakistan,208,4,35.2,207,50,1233462.json
11/3/2020,Zimbabwe tour of Pakistan,Rawalpindi Cricket Stadium,male,ODI,,,,B Muzarabani,Zimbabwe,bat,Zimbabwe,278,6,50,Pakistan,278,9,50,279,50,1233463.json
11/27/2020,India tour of Australia,Sydney Cricket Ground,male,ODI,Australia,66,,SPD Smith,Australia,bat,Australia,374,6,50,India,308,8,50,375,50,1223955.json
11/29/2020,India tour of Australia,Sydney Cricket Ground,male,ODI,Australia,51,,SPD Smith,Australia,bat,Australia,389,4,50,India,338,9,50,390,50,1223956.json
12/2/2020,India tour of Australia,Manuka Oval,male,ODI,India,13,,HH Pandya,India,bat,India,302,5,50,Australia,289,10,49.3,303,50,1223957.json
1/8/2021,Ireland tour of United Arab Emirates,Sheikh Zayed Stadium,male,ODI,United Arab Emirates,,6,CP Rizwan,Ireland,bat,Ireland,269,5,50,United Arab Emirates,270,4,49,270,50,1244524.json
1/18/2021,Ireland tour of United Arab Emirates,Sheikh Zayed Stadium,male,ODI,Ireland,112,,Simi Singh,United Arab Emirates,field,Ireland,228,6,50,United Arab Emirates,116,10,36,229,50,1244525.json
1/20/2021,ICC Men's Cricket World Cup Super League,Shere Bangla National Stadium,male,ODI,Bangladesh,,6,Shakib Al Hasan,Bangladesh,field,West Indies,122,10,32.2,Bangladesh,125,4,33.5,123,50,1244022.json
1/20/2021,Pakistan Women tour of South Africa,Kingsmead,female,ODI,South Africa,3,,,Pakistan,field,South Africa,200,9,50,Pakistan,197,8,50,201,50,1244843.json
1/22/2021,ICC Men's Cricket World Cup Super League,Shere Bangla National Stadium,male,ODI,Bangladesh,,7,Mehedi Hasan Miraz,West Indies,bat,West Indies,148,10,43.4,Bangladesh,149,3,33.2,149,50,1244023.json
1/23/2021,Pakistan Women tour of South Africa,Kingsmead,female,ODI,South Africa,13,,,Pakistan,field,South Africa,252,7,50,Pakistan,239,8,50,253,50,1244844.json
1/25/2021,West Indies tour of Bangladesh,Zahur Ahmed Chowdhury Stadium,male,ODI,Bangladesh,120,,Mushfiqur Rahim,West Indies,field,Bangladesh,297,6,50,West Indies,177,10,44.2,298,50,1244024.json
1/26/2021,Pakistan Women tour of South Africa,Kingsmead,female,ODI,South Africa,32,,S Ismail,Pakistan,field,South Africa,201,10,50,Pakistan,169,10,48,202,50,1244845.json
2/23/2021,England Women tour of New Zealand,Hagley Oval,female,ODI,England,,8,,New Zealand,bat,New Zealand,178,10,45.1,England,181,2,33.4,179,50,1249232.json
2/26/2021,England Women tour of New Zealand,University Oval,female,ODI,England,,7,,New Zealand,bat,New Zealand,192,10,49.5,England,194,3,37.4,193,50,1249233.json
2/28/2021,England Women tour of New Zealand,University Oval,female,ODI,New Zealand,,7,,England,bat,England,220,10,47.5,New Zealand,223,3,46.4,221,50,1249234.json
3/7/2021,South Africa Women tour of India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,female,ODI,South Africa,,8,S Ismail,South Africa,field,India,177,9,50,South Africa,178,2,40.1,178,50,1253267.json
3/9/2021,South Africa Women tour of India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,female,ODI,India,,9,J Goswami,India,field,South Africa,157,10,41,India,160,1,28.4,158,50,1253268.json
3/10/2021,West Indies v Sri Lanka,Sir Vivian Richards Stadium,male,ODI,West Indies,,8,SD Hope,Sri Lanka,bat,Sri Lanka,232,10,49,West Indies,236,2,47,,,1252069.json
3/12/2021,West Indies v Sri Lanka,Sir Vivian Richards Stadium,male,ODI,West Indies,,5,E Lewis,West Indies,field,Sri Lanka,273,8,50,West Indies,274,5,49.4,,,1252070.json
3/12/2021,India Women v South Africa Women,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,female,ODI,South Africa,6,,L Lee,South Africa,field,India,248,5,50,South Africa,223,4,46.3,,,1253269.json
3/14/2021,West Indies v Sri Lanka,Sir Vivian Richards Stadium,male,ODI,West Indies,,5,DM Bravo,West Indies,field,Sri Lanka,274,6,50,West Indies,276,5,48.3,,,1252071.json
3/14/2021,India Women v South Africa Women,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,female,ODI,South Africa,,7,M du Preez,South Africa,field,India,266,4,50,South Africa,269,3,48.4,,,1253270.json
3/17/2021,South Africa Women tour of India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,female,ODI,South Africa,,5,A Bosch,South Africa,field,India,188,10,49.3,South Africa,189,5,48.2,189,50,1253271.json
3/20/2021,Bangladesh tour of New Zealand,University Oval,male,ODI,New Zealand,,8,TA Boult,New Zealand,field,Bangladesh,131,10,41.5,New Zealand,132,2,21.2,132,50,1233976.json
3/23/2021,Bangladesh tour of New Zealand,Hagley Oval,male,ODI,New Zealand,,5,TWM Latham,New Zealand,field,Bangladesh,271,6,50,New Zealand,275,5,48.2,272,50,1233977.json
3/23/2021,England tour of India,Maharashtra Cricket Association Stadium,male,ODI,India,66,,S Dhawan,England,field,India,317,5,50,England,251,10,42.1,318,50,1243393.json
3/26/2021,Bangladesh tour of New Zealand,Basin Reserve,male,ODI,New Zealand,164,,DP Conway,New Zealand,bat,New Zealand,318,6,50,Bangladesh,154,10,42.4,319,50,1233978.json
3/26/2021,England tour of India,Maharashtra Cricket Association Stadium,male,ODI,England,,6,JM Bairstow,England,field,India,336,6,50,England,337,4,43.3,337,50,1243394.json
3/28/2021,England tour of India,Maharashtra Cricket Association Stadium,male,ODI,India,7,,SM Curran,England,field,India,329,10,48.2,England,322,9,50,330,50,1243395.json
4/2/2021,Pakistan tour of South Africa,SuperSport Park,male,ODI,Pakistan,,3,Babar Azam,Pakistan,field,South Africa,273,6,50,Pakistan,274,7,50,274,50,1251572.json
4/4/2021,Australia Women tour of New Zealand,Bay Oval,female,ODI,Australia,,6,ML Schutt,Australia,field,New Zealand,212,10,48.5,Australia,215,4,38.3,213,50,1249241.json
4/4/2021,Pakistan tour of South Africa,The Wanderers Stadium,male,ODI,South Africa,17,,Fakhar Zaman,Pakistan,field,South Africa,341,6,50,Pakistan,324,9,50,342,50,1251573.json
4/7/2021,Australia Women tour of New Zealand,Bay Oval,female,ODI,Australia,71,,RL Haynes,New Zealand,field,Australia,271,7,50,New Zealand,200,10,45,272,50,1249242.json
4/7/2021,Pakistan tour of South Africa,SuperSport Park,male,ODI,Pakistan,28,,Babar Azam,South Africa,field,Pakistan,320,7,50,South Africa,292,10,49.3,321,50,1251574.json
4/10/2021,Australia Women tour of New Zealand,Bay Oval,female,ODI,Australia,21,,AJ Healy,New Zealand,field,Australia,149,7,25,New Zealand,128,9,25,150,25,1249243.json
5/19/2021,Scotland tour of Netherlands,Hazelaarweg,male,ODI,Netherlands,14,,,Netherlands,bat,Netherlands,163,8,33,Scotland,149,8,33,164,33,1260084.json
5/20/2021,Scotland tour of Netherlands,Hazelaarweg,male,ODI,Scotland,,6,,Netherlands,bat,Netherlands,171,10,48.4,Scotland,172,4,42.1,172,50,1260085.json
5/23/2021,Sri Lanka tour of Bangladesh,Shere Bangla National Stadium,male,ODI,Bangladesh,33,,Mushfiqur Rahim,Bangladesh,bat,Bangladesh,257,6,50,Sri Lanka,224,10,48.1,258,50,1262344.json
5/25/2021,Sri Lanka tour of Bangladesh,Sher-e-Bangla National Cricket Stadium,male,ODI,Bangladesh,103,,Mushfiqur Rahim,Bangladesh,bat,Bangladesh,246,10,48.1,Sri Lanka,141,9,40,,,1262346.json
5/28/2021,Sri Lanka tour of Bangladesh,Shere Bangla National Stadium,male,ODI,Sri Lanka,97,,PVD Chameera,Sri Lanka,bat,Sri Lanka,286,6,50,Bangladesh,189,10,42.3,287,50,1262347.json
6/2/2021,Ireland tour of Netherlands,Sportpark Maarschalkerweerd,male,ODI,Netherlands,1,,T van der Gugten,Netherlands,bat,Netherlands,195,10,50,Ireland,194,9,50,196,50,1251962.json
6/4/2021,Ireland tour of Netherlands,Sportpark Maarschalkerweerd,male,ODI,Ireland,,8,J Little,Netherlands,bat,Netherlands,157,10,49.2,Ireland,158,2,43,158,50,1251963.json
6/7/2021,Ireland tour of Netherlands,Sportpark Maarschalkerweerd,male,ODI,Netherlands,,4,SJ Myburgh,Ireland,bat,Ireland,163,10,49.2,Netherlands,166,6,45.4,164,50,1251964.json
6/27/2021,India Women tour of England,County Ground,female,ODI,England,,8,TT Beaumont,England,field,India,201,8,50,England,202,2,34.5,202,50,1260094.json
6/29/2021,Sri Lanka tour of England,Riverside Ground,male,ODI,England,,5,CR Woakes,England,field,Sri Lanka,185,10,42.3,England,189,5,34.5,186,50,1239534.json
6/30/2021,India Women tour of England,The Cooper Associates County Ground,female,ODI,England,,5,KL Cross,England,field,India,221,10,50,England,225,5,47.3,222,50,1260095.json
7/1/2021,Sri Lanka tour of England,Kennington Oval,male,ODI,England,,8,SM Curran,England,field,Sri Lanka,241,9,50,England,244,2,43,242,50,1239535.json
7/3/2021,India Women tour of England,County Ground,female,ODI,India,,4,M Raj,India,field,England,219,10,47,India,220,6,46.3,220,47,1260096.json
7/4/2021,Sri Lanka tour of England,County Ground,male,ODI,,,,,England,field,Sri Lanka,166,10,41.1,,,,,,,1239536.json
7/7/2021,Pakistan Women tour of West Indies,Coolidge Cricket Ground,female,ODI,West Indies,,5,SR Taylor,West Indies,field,Pakistan,205,9,50,West Indies,209,5,47.5,206,50,1267325.json
7/8/2021,Pakistan tour of England,Sophia Gardens,male,ODI,England,,9,S Mahmood,England,field,Pakistan,141,10,35.2,England,142,1,21.5,142,50,1239537.json
7/9/2021,Pakistan Women tour of West Indies,Coolidge Cricket Ground,female,ODI,West Indies,,8,HK Matthews,Pakistan,bat,Pakistan,120,10,42.4,West Indies,121,2,31.1,121,50,1267326.json
7/10/2021,Pakistan tour of England,Lord's,male,ODI,England,52,,L Gregory,Pakistan,field,England,247,10,45.2,Pakistan,195,10,41,248,47,1239538.json
7/11/2021,South Africa tour of Ireland,The Village,male,ODI,,,,,South Africa,field,Ireland,195,4,40.2,,,,,,,1251950.json
7/12/2021,Pakistan Women tour of West Indies,Sir Vivian Richards Stadium,female,ODI,West Indies,,8,HK Matthews,West Indies,field,Pakistan,182,10,49,West Indies,183,2,40.1,183,50,1267327.json
7/13/2021,Pakistan tour of England,Edgbaston,male,ODI,England,,3,JM Vince,England,field,Pakistan,331,9,50,England,332,7,48,332,50,1239539.json
7/13/2021,South Africa tour of Ireland,The Village,male,ODI,Ireland,43,,A Balbirnie,South Africa,field,Ireland,290,5,50,South Africa,247,10,48.3,291,50,1251951.json
7/15/2021,Pakistan Women tour of West Indies,Sir Vivian Richards Stadium,female,ODI,Pakistan,,4,Fatima Sana,Pakistan,field,West Indies,210,10,49.4,Pakistan,211,6,48.3,211,50,1267328.json
7/16/2021,South Africa tour of Ireland,The Village,male,ODI,South Africa,70,,JN Malan,South Africa,bat,South Africa,346,4,50,Ireland,276,10,47.1,347,50,1251952.json
7/16/2021,Bangladesh tour of Zimbabwe,Harare Sports Club,male,ODI,Bangladesh,155,,Liton Das,Zimbabwe,field,Bangladesh,276,9,50,Zimbabwe,121,9,28.5,277,50,1267677.json
7/18/2021,India tour of Sri Lanka,R Premadasa Stadium,male,ODI,India,,7,PP Shaw,Sri Lanka,bat,Sri Lanka,262,9,50,India,263,3,36.4,263,50,1262755.json
7/18/2021,Pakistan Women tour of West Indies,Coolidge Cricket Ground,female,ODI,Pakistan,22,,Fatima Sana,West Indies,field,Pakistan,190,8,34,West Indies,171,10,34,194,34,1267329.json
7/18/2021,Bangladesh tour of Zimbabwe,Harare Sports Club,male,ODI,Bangladesh,,3,Shakib Al Hasan,Zimbabwe,bat,Zimbabwe,240,9,50,Bangladesh,242,7,49.1,241,50,1267678.json
7/20/2021,India tour of Sri Lanka,R Premadasa Stadium,male,ODI,India,,3,DL Chahar,Sri Lanka,bat,Sri Lanka,275,9,50,India,277,7,49.1,276,50,1262756.json
7/20/2021,Australia tour of West Indies,Kensington Oval,male,ODI,Australia,133,,MA Starc,Australia,bat,Australia,252,9,49,West Indies,123,10,26.2,257,49,1263161.json
7/20/2021,Bangladesh tour of Zimbabwe,Harare Sports Club,male,ODI,Bangladesh,,5,Tamim Iqbal,Bangladesh,field,Zimbabwe,298,10,49.3,Bangladesh,302,5,48,299,50,1267679.json
7/22/2021,Australia tour of West Indies,Kensington Oval,male,ODI,West Indies,,4,N Pooran,Australia,bat,Australia,187,10,47.1,West Indies,191,6,38,188,50,1263162.json
7/23/2021,India tour of Sri Lanka,R Premadasa Stadium,male,ODI,Sri Lanka,,3,WIA Fernando,India,bat,India,225,10,43.1,Sri Lanka,227,7,39,227,47,1262757.json
7/26/2021,Australia tour of West Indies,Kensington Oval,male,ODI,Australia,,6,AC Agar,West Indies,bat,West Indies,152,10,45.1,Australia,153,4,30.2,153,50,1263163.json
9/2/2021,South Africa tour of Sri Lanka,R Premadasa Stadium,male,ODI,Sri Lanka,14,,WIA Fernando,Sri Lanka,bat,Sri Lanka,300,9,50.1,South Africa,286,7,50,301,50,1271627.json
9/4/2021,South Africa tour of Sri Lanka,R Premadasa Stadium,male,ODI,South Africa,67,,JN Malan,South Africa,bat,South Africa,283,6,47,Sri Lanka,197,10,36.4,265,41,1271628.json
9/6/2021,Papua New Guinea v United States of America ODI Series,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),male,ODI,United States of America,,7,SR Taylor,Papua New Guinea,bat,Papua New Guinea,158,10,44.2,United States of America,159,3,28.2,159,50,1276293.json
9/7/2021,South Africa tour of Sri Lanka,R Premadasa Stadium,male,ODI,Sri Lanka,78,,PVD Chameera,Sri Lanka,bat,Sri Lanka,203,9,50,South Africa,125,10,30,204,50,1271629.json
9/7/2021,South Africa Women tour of West Indies,Coolidge Cricket Ground,female,ODI,South Africa,,8,L Lee,West Indies,bat,West Indies,153,10,46.4,South Africa,157,2,39.3,154,50,1273418.json
9/7/2021,Nepal v Papua New Guinea ODI Series,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Nepal,,2,S Lamichhane,Papua New Guinea,bat,Papua New Guinea,134,10,33,Nepal,135,8,39.3,135,50,1276295.json
9/8/2021,Zimbabwe tour of Ireland and Scotland,Civil Service Cricket Club,male,ODI,Zimbabwe,38,,Sikandar Raza,Ireland,field,Zimbabwe,266,7,50.1,Ireland,228,10,48.5,267,50,1272379.json
9/9/2021,Papua New Guinea v United States of America ODI Series,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),male,ODI,United States of America,134,,JS Malhotra,Papua New Guinea,field,United States of America,271,9,50,Papua New Guinea,137,10,37.1,272,50,1276294.json
9/10/2021,Zimbabwe tour of Ireland and Scotland,Civil Service Cricket Club,male,ODI,,,,,Zimbabwe,field,Ireland,282,8,50,,,,,,,1272380.json
9/10/2021,South Africa Women tour of West Indies,Coolidge Cricket Ground,female,ODI,South Africa,,9,L Wolvaardt,West Indies,bat,West Indies,120,10,44.2,South Africa,121,1,25.4,121,50,1273419.json
9/10/2021,Nepal v Papua New Guinea ODI Series,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Nepal,151,,S Lamichhane,Nepal,bat,Nepal,233,10,49.3,Papua New Guinea,82,10,19.1,234,50,1276296.json
9/13/2021,Zimbabwe tour of Ireland and Scotland,Civil Service Cricket Club,male,ODI,Ireland,,7,AR McBrine,Ireland,field,Zimbabwe,131,10,34,Ireland,118,3,22.2,118,32,1272381.json
9/13/2021,South Africa Women tour of West Indies,Coolidge Cricket Ground,female,ODI,South Africa,,8,,South Africa,field,West Indies,157,10,48.4,South Africa,158,2,36.4,158,50,1273420.json
9/13/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Nepal,,5,K Bhurtel,United States of America,bat,United States of America,230,9,50,Nepal,231,5,49,231,50,1275249.json
9/14/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Oman,,5,Jatinder Singh,Nepal,bat,Nepal,196,10,47.4,Oman,200,5,31.1,197,50,1275250.json
9/16/2021,New Zealand Women tour of England,County Ground,female,ODI,England,30,,HC Knight,New Zealand,field,England,241,10,49.3,New Zealand,211,10,46.3,242,50,1260103.json
9/16/2021,South Africa Women tour of West Indies,Sir Vivian Richards Stadium,female,ODI,South Africa,35,,D van Niekerk,West Indies,field,South Africa,185,6,50,West Indies,150,9,50,186,50,1273421.json
9/16/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Oman,,4,Mohammad Nadeem,Oman,field,United States of America,178,10,44.4,Oman,179,6,49.4,179,50,1275251.json
9/19/2021,New Zealand Women tour of England,County Ground,female,ODI,England,13,,DN Wyatt,New Zealand,field,England,197,10,43.3,New Zealand,169,10,39,183,42,1260104.json
9/19/2021,South Africa Women tour of West Indies,Sir Vivian Richards Stadium,female,ODI,,,,SS Grimmond,West Indies,bat,West Indies,192,5,50,South Africa,192,7,50,193,50,1273422.json
9/19/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Nepal,,7,Karan KC,Nepal,field,Oman,121,10,37.1,Nepal,122,3,18.2,122,50,1275253.json
9/21/2021,New Zealand Women tour of England,Grace Road,female,ODI,New Zealand,,3,ML Green,New Zealand,field,England,178,10,48.3,New Zealand,181,7,45.5,179,50,1260105.json
9/21/2021,India Women tour of Australia,Ray Mitchell Oval,female,ODI,Australia,,9,D Brown,Australia,field,India,225,8,50,Australia,227,1,41,226,50,1263617.json
